VOTER,SINGER,SCORE,,,,,,,,
Norway,Sweden,8,9,,,,norway,sweden,9,"""norway"": {""sweden"":8.5,},"
Norway,Switzerland,0,0,,,,norway,switzerland,0,"""norway"": {""switzerland"":0.4,},"
Norway,The Netherlands,4,4,,,,norway,the netherlands,4,"""norway"": {""the netherlands"":3.7,},"
Norway,Turkey,3,3,,,,norway,turkey,3,"""norway"": {""turkey"":2.7,},"
Norway,U.K.,1,1,,,,norway,u.k.,1,"""norway"": {""u.k."":1.1,},"
Norway,Ukraine,1,1,,,,norway,ukraine,1,"""norway"": {""ukraine"":1.3,},"
Poland,Poland,-1,-1,,,,poland,poland,-1,"""poland"": {""poland"":-1,},"
Poland,Albania,0,0,,,,poland,albania,0,"""poland"": {""albania"":0.4,},"
Poland,Armenia,6,6,,,,poland,armenia,6,"""poland"": {""armenia"":5.8,},"
Poland,Austria,2,2,,,,poland,austria,2,"""poland"": {""austria"":1.8,},"
Poland,Azerbaijan,6,6,,,,poland,azerbaijan,6,"""poland"": {""azerbaijan"":5.8,},"
Poland,Belarus,2,2,,,,poland,belarus,2,"""poland"": {""belarus"":2.3,},"
Poland,Belgium,5,5,,,,poland,belgium,5,"""poland"": {""belgium"":5.1,},"
Poland,Bosnia & Herzegovina,1,1,,,,poland,bosnia & herzegovina,1,"""poland"": {""bosnia & herzegovina"":0.6,},"
Poland,Bulgaria,0,0,,,,poland,bulgaria,0,"""poland"": {""bulgaria"":0,},"
Poland,Croatia,2,2,,,,poland,croatia,2,"""poland"": {""croatia"":1.7,},"
Poland,Cyprus,2,2,,,,poland,cyprus,2,"""poland"": {""cyprus"":1.6,},"
Poland,Denmark,4,4,,,,poland,denmark,4,"""poland"": {""denmark"":4,},"
Poland,Estonia,6,6,,,,poland,estonia,6,"""poland"": {""estonia"":5.6,},"
Poland,F.Y.R. Macedonia,0,0,,,,poland,f.y.r. macedonia,0,"""poland"": {""f.y.r. macedonia"":0,},"
Poland,Finland,3,3,,,,poland,finland,3,"""poland"": {""finland"":2.8,},"
Poland,France,2,2,,,,poland,france,2,"""poland"": {""france"":2.1,},"
Poland,Georgia,4,4,,,,poland,georgia,4,"""poland"": {""georgia"":4,},"
Poland,Germany,3,3,,,,poland,germany,3,"""poland"": {""germany"":3.1,},"
Poland,Greece,2,2,,,,poland,greece,2,"""poland"": {""greece"":1.8,},"
Poland,Hungary,2,2,,,,poland,hungary,2,"""poland"": {""hungary"":2.4,},"
Poland,Iceland,1,1,,,,poland,iceland,1,"""poland"": {""iceland"":0.8,},"
Poland,Ireland,2,2,,,,poland,ireland,2,"""poland"": {""ireland"":2,},"
Poland,Israel,3,3,,,,poland,israel,3,"""poland"": {""israel"":2.5,},"
Poland,Italy,6,6,,,,poland,italy,6,"""poland"": {""italy"":6,},"
Poland,Latvia,1,1,,,,poland,latvia,1,"""poland"": {""latvia"":0.8,},"
Poland,Lithuania,3,3,,,,poland,lithuania,3,"""poland"": {""lithuania"":3.3,},"
Poland,Malta,2,2,,,,poland,malta,2,"""poland"": {""malta"":1.7,},"
Poland,Moldova,2,2,,,,poland,moldova,2,"""poland"": {""moldova"":2.3,},"
Poland,Montenegro,0,0,,,,poland,montenegro,0,"""poland"": {""montenegro"":0,},"
Poland,Norway,4,4,,,,poland,norway,4,"""poland"": {""norway"":4.4,},"
Poland,Portugal,0,0,,,,poland,portugal,0,"""poland"": {""portugal"":0,},"
Poland,Romania,2,2,,,,poland,romania,2,"""poland"": {""romania"":2.2,},"
Poland,Russia,2,2,,,,poland,russia,2,"""poland"": {""russia"":2,},"
Poland,San Marino,0,0,,,,poland,san marino,0,"""poland"": {""san marino"":0,},"
Poland,Serbia,4,4,,,,poland,serbia,4,"""poland"": {""serbia"":3.8,},"
Poland,Slovakia,3,3,,,,poland,slovakia,3,"""poland"": {""slovakia"":2.5,},"
Poland,Slovenia,2,2,,,,poland,slovenia,2,"""poland"": {""slovenia"":1.6,},"
Poland,Spain,1,1,,,,poland,spain,1,"""poland"": {""spain"":1,},"
Poland,Sweden,3,3,,,,poland,sweden,3,"""poland"": {""sweden"":2.9,},"
Poland,Switzerland,2,2,,,,poland,switzerland,2,"""poland"": {""switzerland"":2.3,},"
Poland,The Netherlands,3,3,,,,poland,the netherlands,3,"""poland"": {""the netherlands"":3,},"
Poland,Turkey,1,1,,,,poland,turkey,1,"""poland"": {""turkey"":0.7,},"
Poland,U.K.,2,2,,,,poland,u.k.,2,"""poland"": {""u.k."":1.9,},"
Poland,Ukraine,8,8,,,,poland,ukraine,8,"""poland"": {""ukraine"":8.2,},"
Portugal,Portugal,-1,-1,,,,portugal,portugal,-1,"""portugal"": {""portugal"":-1,},"
Portugal,Albania,0,0,,,,portugal,albania,0,"""portugal"": {""albania"":0,},"
Portugal,Armenia,1,1,,,,portugal,armenia,1,"""portugal"": {""armenia"":1.3,},"
Portugal,Austria,4,4,,,,portugal,austria,4,"""portugal"": {""austria"":4.3,},"
Portugal,Azerbaijan,1,1,,,,portugal,azerbaijan,1,"""portugal"": {""azerbaijan"":1.3,},"
Portugal,Belarus,0,0,,,,portugal,belarus,0,"""portugal"": {""belarus"":0.3,},"
Portugal,Belgium,3,3,,,,portugal,belgium,3,"""portugal"": {""belgium"":2.7,},"
Portugal,Bosnia & Herzegovina,0,0,,,,portugal,bosnia & herzegovina,0,"""portugal"": {""bosnia & herzegovina"":0.1,},"
Portugal,Bulgaria,6,6,,,,portugal,bulgaria,6,"""portugal"": {""bulgaria"":6,},"
Portugal,Croatia,2,2,,,,portugal,croatia,2,"""portugal"": {""croatia"":2.1,},"
Portugal,Cyprus,1,1,,,,portugal,cyprus,1,"""portugal"": {""cyprus"":1.3,},"
Portugal,Denmark,3,3,,,,portugal,denmark,3,"""portugal"": {""denmark"":2.7,},"
Portugal,Estonia,2,2,,,,portugal,estonia,2,"""portugal"": {""estonia"":1.7,},"
Portugal,F.Y.R. Macedonia,0,0,,,,portugal,f.y.r. macedonia,0,"""portugal"": {""f.y.r. macedonia"":0,},"
Portugal,Finland,1,1,,,,portugal,finland,1,"""portugal"": {""finland"":0.8,},"
Portugal,France,2,2,,,,portugal,france,2,"""portugal"": {""france"":1.9,},"
Portugal,Georgia,0,0,,,,portugal,georgia,0,"""portugal"": {""georgia"":0.3,},"
Portugal,Germany,3,3,,,,portugal,germany,3,"""portugal"": {""germany"":3.3,},"
Portugal,Greece,2,2,,,,portugal,greece,2,"""portugal"": {""greece"":1.5,},"
Portugal,Hungary,1,1,,,,portugal,hungary,1,"""portugal"": {""hungary"":1.3,},"
Portugal,Iceland,2,2,,,,portugal,iceland,2,"""portugal"": {""iceland"":2.2,},"
Portugal,Ireland,3,3,,,,portugal,ireland,3,"""portugal"": {""ireland"":2.9,},"
Portugal,Israel,3,3,,,,portugal,israel,3,"""portugal"": {""israel"":2.5,},"
Portugal,Italy,6,6,,,,portugal,italy,6,"""portugal"": {""italy"":6,},"
Portugal,Latvia,2,2,,,,portugal,latvia,2,"""portugal"": {""latvia"":2.3,},"
Portugal,Lithuania,1,1,,,,portugal,lithuania,1,"""portugal"": {""lithuania"":0.6,},"
Portugal,Malta,1,1,,,,portugal,malta,1,"""portugal"": {""malta"":0.6,},"
Portugal,Moldova,7,7,,,,portugal,moldova,7,"""portugal"": {""moldova"":7.4,},"
Portugal,Montenegro,0,0,,,,portugal,montenegro,0,"""portugal"": {""montenegro"":0,},"
Portugal,Norway,3,3,,,,portugal,norway,3,"""portugal"": {""norway"":2.5,},"
Portugal,Poland,0,0,,,,portugal,poland,0,"""portugal"": {""poland"":0.3,},"
Portugal,Romania,5,5,,,,portugal,romania,5,"""portugal"": {""romania"":4.5,},"
Portugal,Russia,2,2,,,,portugal,russia,2,"""portugal"": {""russia"":2.4,},"
Portugal,San Marino,0,0,,,,portugal,san marino,0,"""portugal"": {""san marino"":0,},"
Portugal,Serbia,2,2,,,,portugal,serbia,2,"""portugal"": {""serbia"":2.4,},"
Portugal,Slovakia,0,0,,,,portugal,slovakia,0,"""portugal"": {""slovakia"":0,},"
Portugal,Slovenia,1,1,,,,portugal,slovenia,1,"""portugal"": {""slovenia"":1.3,},"
Portugal,Spain,7,7,,,,portugal,spain,7,"""portugal"": {""spain"":6.8,},"
Portugal,Sweden,3,3,,,,portugal,sweden,3,"""portugal"": {""sweden"":3.4,},"
Portugal,Switzerland,2,2,,,,portugal,switzerland,2,"""portugal"": {""switzerland"":1.7,},"
Portugal,The Netherlands,4,4,,,,portugal,the netherlands,4,"""portugal"": {""the netherlands"":4,},"
Portugal,Turkey,1,1,,,,portugal,turkey,1,"""portugal"": {""turkey"":1.1,},"
Portugal,U.K.,3,3,,,,portugal,u.k.,3,"""portugal"": {""u.k."":2.9,},"
Portugal,Ukraine,6,6,,,,portugal,ukraine,6,"""portugal"": {""ukraine"":6.1,},"
Romania,Romania,-1,-1,,,,romania,romania,-1,"""romania"": {""romania"":-1,},"
Romania,Albania,1,1,,,,romania,albania,1,"""romania"": {""albania"":0.5,},"
Romania,Armenia,4,4,,,,romania,armenia,4,"""romania"": {""armenia"":3.6,},"
Romania,Austria,1,1,,,,romania,austria,1,"""romania"": {""austria"":1.3,},"
Romania,Azerbaijan,4,4,,,,romania,azerbaijan,4,"""romania"": {""azerbaijan"":3.7,},"
Romania,Belarus,0,0,,,,romania,belarus,0,"""romania"": {""belarus"":0.3,},"
Romania,Belgium,2,2,,,,romania,belgium,2,"""romania"": {""belgium"":1.7,},"
Romania,Bosnia & Herzegovina,1,1,,,,romania,bosnia & herzegovina,1,"""romania"": {""bosnia & herzegovina"":0.6,},"
Romania,Bulgaria,5,5,,,,romania,bulgaria,5,"""romania"": {""bulgaria"":5,},"
Romania,Croatia,2,2,,,,romania,croatia,2,"""romania"": {""croatia"":1.6,},"
Romania,Cyprus,2,2,,,,romania,cyprus,2,"""romania"": {""cyprus"":2.3,},"
Romania,Denmark,3,3,,,,romania,denmark,3,"""romania"": {""denmark"":2.6,},"
Romania,Estonia,1,1,,,,romania,estonia,1,"""romania"": {""estonia"":1.1,},"
Romania,F.Y.R. Macedonia,3,3,,,,romania,f.y.r. macedonia,3,"""romania"": {""f.y.r. macedonia"":3.1,},"
Romania,Finland,1,1,,,,romania,finland,1,"""romania"": {""finland"":0.8,},"
Romania,France,1,1,,,,romania,france,1,"""romania"": {""france"":0.7,},"
Romania,Georgia,0,0,,,,romania,georgia,0,"""romania"": {""georgia"":0,},"
Romania,Germany,1,1,,,,romania,germany,1,"""romania"": {""germany"":1.1,},"
Romania,Greece,7,7,,,,romania,greece,7,"""romania"": {""greece"":7.1,},"
Romania,Hungary,6,6,,,,romania,hungary,6,"""romania"": {""hungary"":5.9,},"
Romania,Iceland,1,1,,,,romania,iceland,1,"""romania"": {""iceland"":1,},"
Romania,Ireland,1,1,,,,romania,ireland,1,"""romania"": {""ireland"":1.2,},"
Romania,Israel,3,3,,,,romania,israel,3,"""romania"": {""israel"":2.8,},"
Romania,Italy,2,2,,,,romania,italy,2,"""romania"": {""italy"":1.8,},"
Romania,Latvia,0,0,,,,romania,latvia,0,"""romania"": {""latvia"":0.3,},"
Romania,Lithuania,0,0,,,,romania,lithuania,0,"""romania"": {""lithuania"":0.1,},"
Romania,Malta,2,2,,,,romania,malta,2,"""romania"": {""malta"":1.5,},"
Romania,Moldova,12,12,,,,romania,moldova,12,"""romania"": {""moldova"":11.8,},"
Romania,Montenegro,0,0,,,,romania,montenegro,0,"""romania"": {""montenegro"":0,},"
Romania,Norway,2,2,,,,romania,norway,2,"""romania"": {""norway"":1.8,},"
Romania,Poland,3,3,,,,romania,poland,3,"""romania"": {""poland"":2.8,},"
Romania,Portugal,0,0,,,,romania,portugal,0,"""romania"": {""portugal"":0,},"
Romania,Russia,4,4,,,,romania,russia,4,"""romania"": {""russia"":3.9,},"
Romania,San Marino,0,0,,,,romania,san marino,0,"""romania"": {""san marino"":0,},"
Romania,Serbia,5,5,,,,romania,serbia,5,"""romania"": {""serbia"":4.6,},"
Romania,Slovakia,0,0,,,,romania,slovakia,0,"""romania"": {""slovakia"":0,},"
Romania,Slovenia,2,2,,,,romania,slovenia,2,"""romania"": {""slovenia"":1.5,},"
Romania,Spain,2,2,,,,romania,spain,2,"""romania"": {""spain"":2.2,},"
Romania,Sweden,4,4,,,,romania,sweden,4,"""romania"": {""sweden"":3.5,},"
Romania,Switzerland,1,1,,,,romania,switzerland,1,"""romania"": {""switzerland"":1.3,},"
Romania,The Netherlands,1,1,,,,romania,the netherlands,1,"""romania"": {""the netherlands"":0.8,},"
Romania,Turkey,6,6,,,,romania,turkey,6,"""romania"": {""turkey"":5.8,},"
Romania,U.K.,1,1,,,,romania,u.k.,1,"""romania"": {""u.k."":1.3,},"
Romania,Ukraine,2,2,,,,romania,ukraine,2,"""romania"": {""ukraine"":2.3,},"
Russia,Russia,-1,-1,,,,russia,russia,-1,"""russia"": {""russia"":-1,},"
Russia,Slovakia,-1,-1,,,,russia,slovakia,-1,"""russia"": {""slovakia"":-1,},"
Russia,Albania,0,0,,,,russia,albania,0,"""russia"": {""albania"":0,},"
Russia,Armenia,9,9,,,,russia,armenia,9,"""russia"": {""armenia"":8.7,},"
Russia,Austria,1,1,,,,russia,austria,1,"""russia"": {""austria"":1.1,},"
Russia,Azerbaijan,10,10,,,,russia,azerbaijan,10,"""russia"": {""azerbaijan"":9.9,},"
Russia,Belarus,7,7,,,,russia,belarus,7,"""russia"": {""belarus"":6.5,},"
Russia,Belgium,3,3,,,,russia,belgium,3,"""russia"": {""belgium"":3.3,},"
Russia,Bosnia & Herzegovina,0,0,,,,russia,bosnia & herzegovina,0,"""russia"": {""bosnia & herzegovina"":0.4,},"
Russia,Bulgaria,4,4,,,,russia,bulgaria,4,"""russia"": {""bulgaria"":4,},"
Russia,Croatia,2,2,,,,russia,croatia,2,"""russia"": {""croatia"":1.5,},"
Russia,Cyprus,2,2,,,,russia,cyprus,2,"""russia"": {""cyprus"":2.1,},"
Russia,Denmark,2,2,,,,russia,denmark,2,"""russia"": {""denmark"":1.9,},"
Russia,Estonia,3,3,,,,russia,estonia,3,"""russia"": {""estonia"":2.8,},"
Russia,F.Y.R. Macedonia,1,1,,,,russia,f.y.r. macedonia,1,"""russia"": {""f.y.r. macedonia"":1,},"
Russia,Finland,1,1,,,,russia,finland,1,"""russia"": {""finland"":0.9,},"
Russia,France,2,2,,,,russia,france,2,"""russia"": {""france"":2.2,},"
Russia,Georgia,7,7,,,,russia,georgia,7,"""russia"": {""georgia"":7,},"
Russia,Germany,2,2,,,,russia,germany,2,"""russia"": {""germany"":1.6,},"
Russia,Greece,4,4,,,,russia,greece,4,"""russia"": {""greece"":3.7,},"
Russia,Hungary,1,1,,,,russia,hungary,1,"""russia"": {""hungary"":1.4,},"
Russia,Iceland,1,1,,,,russia,iceland,1,"""russia"": {""iceland"":0.7,},"
Russia,Ireland,1,1,,,,russia,ireland,1,"""russia"": {""ireland"":0.8,},"
Russia,Israel,3,3,,,,russia,israel,3,"""russia"": {""israel"":2.7,},"
Russia,Italy,1,1,,,,russia,italy,1,"""russia"": {""italy"":1.4,},"
Russia,Latvia,2,2,,,,russia,latvia,2,"""russia"": {""latvia"":2.1,},"
Russia,Lithuania,3,3,,,,russia,lithuania,3,"""russia"": {""lithuania"":3.3,},"
Russia,Malta,2,3,,,,russia,malta,3,"""russia"": {""malta"":2.5,},"
Russia,Moldova,5,5,,,,russia,moldova,5,"""russia"": {""moldova"":5,},"
Russia,Montenegro,0,0,,,,russia,montenegro,0,"""russia"": {""montenegro"":0,},"
Russia,Norway,3,3,,,,russia,norway,3,"""russia"": {""norway"":3.4,},"
Russia,Poland,0,0,,,,russia,poland,0,"""russia"": {""poland"":0,},"
Russia,Portugal,0,0,,,,russia,portugal,0,"""russia"": {""portugal"":0,},"
Russia,Romania,3,3,,,,russia,romania,3,"""russia"": {""romania"":2.8,},"
Russia,San Marino,0,0,,,,russia,san marino,0,"""russia"": {""san marino"":0,},"
Russia,Serbia,4,4,,,,russia,serbia,4,"""russia"": {""serbia"":4.1,},"
Russia,Slovenia,4,4,,,,russia,slovenia,4,"""russia"": {""slovenia"":3.6,},"
Russia,Spain,1,1,,,,russia,spain,1,"""russia"": {""spain"":1.2,},"
Russia,Sweden,2,2,,,,russia,sweden,2,"""russia"": {""sweden"":1.8,},"
Russia,Switzerland,2,2,,,,russia,switzerland,2,"""russia"": {""switzerland"":1.7,},"
Russia,The Netherlands,2,2,,,,russia,the netherlands,2,"""russia"": {""the netherlands"":2.4,},"
Russia,Turkey,1,1,,,,russia,turkey,1,"""russia"": {""turkey"":1.1,},"
Russia,U.K.,2,2,,,,russia,u.k.,2,"""russia"": {""u.k."":1.6,},"
Russia,Ukraine,7,7,,,,russia,ukraine,7,"""russia"": {""ukraine"":6.9,},"
San Marino,Bulgaria,-1,-1,,,,san marino,bulgaria,-1,"""san marino"": {""bulgaria"":-1,},"
San Marino,San Marino,-1,-1,,,,san marino,san marino,-1,"""san marino"": {""san marino"":-1,},"
San Marino,Slovakia,-1,-1,,,,san marino,slovakia,-1,"""san marino"": {""slovakia"":-1,},"
San Marino,Albania,8,8,,,,san marino,albania,8,"""san marino"": {""albania"":7.5,},"
San Marino,Armenia,5,5,,,,san marino,armenia,5,"""san marino"": {""armenia"":5,},"
San Marino,Austria,0,0,,,,san marino,austria,0,"""san marino"": {""austria"":0,},"
San Marino,Azerbaijan,6,6,,,,san marino,azerbaijan,6,"""san marino"": {""azerbaijan"":5.6,},"
San Marino,Belarus,0,0,,,,san marino,belarus,0,"""san marino"": {""belarus"":0,},"
San Marino,Belgium,5,5,,,,san marino,belgium,5,"""san marino"": {""belgium"":5,},"
San Marino,Bosnia & Herzegovina,0,0,,,,san marino,bosnia & herzegovina,0,"""san marino"": {""bosnia & herzegovina"":0,},"
San Marino,Croatia,0,0,,,,san marino,croatia,0,"""san marino"": {""croatia"":0,},"
San Marino,Cyprus,0,0,,,,san marino,cyprus,0,"""san marino"": {""cyprus"":0,},"
San Marino,Denmark,1,1,,,,san marino,denmark,1,"""san marino"": {""denmark"":1.4,},"
San Marino,Estonia,0,0,,,,san marino,estonia,0,"""san marino"": {""estonia"":0,},"
San Marino,F.Y.R. Macedonia,0,0,,,,san marino,f.y.r. macedonia,0,"""san marino"": {""f.y.r. macedonia"":0,},"
San Marino,Finland,2,2,,,,san marino,finland,2,"""san marino"": {""finland"":1.5,},"
San Marino,France,2,2,,,,san marino,france,2,"""san marino"": {""france"":2.2,},"
San Marino,Georgia,2,2,,,,san marino,georgia,2,"""san marino"": {""georgia"":2.3,},"
San Marino,Germany,0,0,,,,san marino,germany,0,"""san marino"": {""germany"":0,},"
San Marino,Greece,6,6,,,,san marino,greece,6,"""san marino"": {""greece"":6.4,},"
San Marino,Hungary,3,3,,,,san marino,hungary,3,"""san marino"": {""hungary"":3.3,},"
San Marino,Iceland,2,2,,,,san marino,iceland,2,"""san marino"": {""iceland"":1.6,},"
San Marino,Ireland,0,0,,,,san marino,ireland,0,"""san marino"": {""ireland"":0,},"
San Marino,Israel,10,10,,,,san marino,israel,10,"""san marino"": {""israel"":10,},"
San Marino,Italy,6,6,,,,san marino,italy,6,"""san marino"": {""italy"":5.8,},"
San Marino,Latvia,0,0,,,,san marino,latvia,0,"""san marino"": {""latvia"":0,},"
San Marino,Lithuania,0,0,,,,san marino,lithuania,0,"""san marino"": {""lithuania"":0,},"
San Marino,Malta,5,5,,,,san marino,malta,5,"""san marino"": {""malta"":5.3,},"
San Marino,Moldova,3,3,,,,san marino,moldova,3,"""san marino"": {""moldova"":2.7,},"
San Marino,Montenegro,0,0,,,,san marino,montenegro,0,"""san marino"": {""montenegro"":0,},"
San Marino,Norway,4,4,,,,san marino,norway,4,"""san marino"": {""norway"":3.5,},"
San Marino,Poland,0,0,,,,san marino,poland,0,"""san marino"": {""poland"":0,},"
San Marino,Portugal,5,5,,,,san marino,portugal,5,"""san marino"": {""portugal"":5,},"
San Marino,Romania,0,0,,,,san marino,romania,0,"""san marino"": {""romania"":0.2,},"
San Marino,Russia,2,2,,,,san marino,russia,2,"""san marino"": {""russia"":2,},"
San Marino,Serbia,4,4,,,,san marino,serbia,4,"""san marino"": {""serbia"":3.7,},"
San Marino,Slovenia,1,1,,,,san marino,slovenia,1,"""san marino"": {""slovenia"":0.5,},"
San Marino,Spain,0,0,,,,san marino,spain,0,"""san marino"": {""spain"":0.2,},"
San Marino,Sweden,4,4,,,,san marino,sweden,4,"""san marino"": {""sweden"":3.8,},"
San Marino,Switzerland,0,0,,,,san marino,switzerland,0,"""san marino"": {""switzerland"":0,},"
San Marino,The Netherlands,1,1,,,,san marino,the netherlands,1,"""san marino"": {""the netherlands"":1,},"
San Marino,Turkey,5,5,,,,san marino,turkey,5,"""san marino"": {""turkey"":4.5,},"
San Marino,U.K.,3,3,,,,san marino,u.k.,3,"""san marino"": {""u.k."":2.6,},"
San Marino,Ukraine,0,0,,,,san marino,ukraine,0,"""san marino"": {""ukraine"":0,},"
Serbia,Montenegro,-1,-1,,,,serbia,montenegro,-1,"""serbia"": {""montenegro"":-1,},"
Serbia,San Marino,-1,-1,,,,serbia,san marino,-1,"""serbia"": {""san marino"":-1,},"
Serbia,Serbia,-1,-1,,,,serbia,serbia,-1,"""serbia"": {""serbia"":-1,},"
Serbia,Slovakia,-1,-1,,,,serbia,slovakia,-1,"""serbia"": {""slovakia"":-1,},"
Serbia,Albania,2,2,,,,serbia,albania,2,"""serbia"": {""albania"":1.8,},"
Serbia,Armenia,1,1,,,,serbia,armenia,1,"""serbia"": {""armenia"":1,},"
Serbia,Austria,0,0,,,,serbia,austria,0,"""serbia"": {""austria"":0,},"
Serbia,Azerbaijan,2,2,,,,serbia,azerbaijan,2,"""serbia"": {""azerbaijan"":2,},"
Serbia,Belarus,1,1,,,,serbia,belarus,1,"""serbia"": {""belarus"":0.7,},"
Serbia,Belgium,4,4,,,,serbia,belgium,4,"""serbia"": {""belgium"":4,},"
Serbia,Bosnia & Herzegovina,10,10,,,,serbia,bosnia & herzegovina,10,"""serbia"": {""bosnia & herzegovina"":9.6,},"
Serbia,Bulgaria,6,6,,,,serbia,bulgaria,6,"""serbia"": {""bulgaria"":6,},"
Serbia,Croatia,7,7,,,,serbia,croatia,7,"""serbia"": {""croatia"":7,},"
Serbia,Cyprus,3,3,,,,serbia,cyprus,3,"""serbia"": {""cyprus"":3,},"
Serbia,Denmark,2,2,,,,serbia,denmark,2,"""serbia"": {""denmark"":1.6,},"
Serbia,Estonia,0,0,,,,serbia,estonia,0,"""serbia"": {""estonia"":0,},"
Serbia,F.Y.R. Macedonia,9,9,,,,serbia,f.y.r. macedonia,9,"""serbia"": {""f.y.r. macedonia"":9.3,},"
Serbia,Finland,1,1,,,,serbia,finland,1,"""serbia"": {""finland"":1.2,},"
Serbia,France,1,1,,,,serbia,france,1,"""serbia"": {""france"":0.8,},"
Serbia,Georgia,0,0,,,,serbia,georgia,0,"""serbia"": {""georgia"":0,},"
Serbia,Germany,1,1,,,,serbia,germany,1,"""serbia"": {""germany"":0.9,},"
Serbia,Greece,6,6,,,,serbia,greece,6,"""serbia"": {""greece"":5.9,},"
Serbia,Hungary,6,6,,,,serbia,hungary,6,"""serbia"": {""hungary"":6,},"
Serbia,Iceland,0,0,,,,serbia,iceland,0,"""serbia"": {""iceland"":0,},"
Serbia,Ireland,0,0,,,,serbia,ireland,0,"""serbia"": {""ireland"":0,},"
Serbia,Israel,1,1,,,,serbia,israel,1,"""serbia"": {""israel"":1.4,},"
Serbia,Italy,2,2,,,,serbia,italy,2,"""serbia"": {""italy"":2,},"
Serbia,Latvia,0,0,,,,serbia,latvia,0,"""serbia"": {""latvia"":0,},"
Serbia,Lithuania,2,2,,,,serbia,lithuania,2,"""serbia"": {""lithuania"":1.7,},"
Serbia,Malta,3,3,,,,serbia,malta,3,"""serbia"": {""malta"":2.6,},"
Serbia,Moldova,2,2,,,,serbia,moldova,2,"""serbia"": {""moldova"":1.5,},"
Serbia,Norway,3,3,,,,serbia,norway,3,"""serbia"": {""norway"":3.3,},"
Serbia,Poland,0,0,,,,serbia,poland,0,"""serbia"": {""poland"":0,},"
Serbia,Portugal,1,1,,,,serbia,portugal,1,"""serbia"": {""portugal"":1,},"
Serbia,Romania,2,2,,,,serbia,romania,2,"""serbia"": {""romania"":1.7,},"
Serbia,Russia,5,5,,,,serbia,russia,5,"""serbia"": {""russia"":4.6,},"
Serbia,Slovenia,8,8,,,,serbia,slovenia,8,"""serbia"": {""slovenia"":7.5,},"
Serbia,Spain,0,0,,,,serbia,spain,0,"""serbia"": {""spain"":0,},"
Serbia,Sweden,2,2,,,,serbia,sweden,2,"""serbia"": {""sweden"":1.9,},"
Serbia,Switzerland,2,2,,,,serbia,switzerland,2,"""serbia"": {""switzerland"":1.7,},"
Serbia,The Netherlands,0,0,,,,serbia,the netherlands,0,"""serbia"": {""the netherlands"":0,},"
Serbia,Turkey,0,0,,,,serbia,turkey,0,"""serbia"": {""turkey"":0.4,},"
Serbia,U.K.,1,1,,,,serbia,u.k.,1,"""serbia"": {""u.k."":0.9,},"
Serbia,Ukraine,4,4,,,,serbia,ukraine,4,"""serbia"": {""ukraine"":3.8,},"
Slovakia,Bulgaria,-1,-1,,,,slovakia,bulgaria,-1,"""slovakia"": {""bulgaria"":-1,},"
Slovakia,Latvia,-1,-1,,,,slovakia,latvia,-1,"""slovakia"": {""latvia"":-1,},"
Slovakia,Montenegro,-1,-1,,,,slovakia,montenegro,-1,"""slovakia"": {""montenegro"":-1,},"
Slovakia,San Marino,-1,-1,,,,slovakia,san marino,-1,"""slovakia"": {""san marino"":-1,},"
Slovakia,Slovakia,-1,-1,,,,slovakia,slovakia,-1,"""slovakia"": {""slovakia"":-1,},"
Slovakia,Albania,0,0,,,,slovakia,albania,0,"""slovakia"": {""albania"":0,},"
Slovakia,Armenia,4,4,,,,slovakia,armenia,4,"""slovakia"": {""armenia"":3.5,},"
Slovakia,Austria,3,3,,,,slovakia,austria,3,"""slovakia"": {""austria"":3,},"
Slovakia,Azerbaijan,4,4,,,,slovakia,azerbaijan,4,"""slovakia"": {""azerbaijan"":4.3,},"
Slovakia,Belarus,0,0,,,,slovakia,belarus,0,"""slovakia"": {""belarus"":0,},"
Slovakia,Belgium,6,6,,,,slovakia,belgium,6,"""slovakia"": {""belgium"":5.7,},"
Slovakia,Bosnia & Herzegovina,2,2,,,,slovakia,bosnia & herzegovina,2,"""slovakia"": {""bosnia & herzegovina"":2,},"
Slovakia,Croatia,5,5,,,,slovakia,croatia,5,"""slovakia"": {""croatia"":5,},"
Slovakia,Cyprus,4,4,,,,slovakia,cyprus,4,"""slovakia"": {""cyprus"":4.3,},"
Slovakia,Denmark,3,3,,,,slovakia,denmark,3,"""slovakia"": {""denmark"":3.3,},"
Slovakia,Estonia,6,6,,,,slovakia,estonia,6,"""slovakia"": {""estonia"":6,},"
Slovakia,F.Y.R. Macedonia,2,2,,,,slovakia,f.y.r. macedonia,2,"""slovakia"": {""f.y.r. macedonia"":2,},"
Slovakia,Finland,0,0,,,,slovakia,finland,0,"""slovakia"": {""finland"":0,},"
Slovakia,France,0,0,,,,slovakia,france,0,"""slovakia"": {""france"":0,},"
Slovakia,Georgia,0,0,,,,slovakia,georgia,0,"""slovakia"": {""georgia"":0,},"
Slovakia,Germany,2,2,,,,slovakia,germany,2,"""slovakia"": {""germany"":2.4,},"
Slovakia,Greece,2,2,,,,slovakia,greece,2,"""slovakia"": {""greece"":2.2,},"
Slovakia,Hungary,3,3,,,,slovakia,hungary,3,"""slovakia"": {""hungary"":2.7,},"
Slovakia,Iceland,2,2,,,,slovakia,iceland,2,"""slovakia"": {""iceland"":2.2,},"
